code	primaryCategory	secondaryCategory
M-54620	Pathology Codes	
M-36102	Pathology Codes	
M-31580	Pathology Codes	
M-73240	Pathology Codes	
T-65220	Pathology Codes	
F-Y2920	Pathology Codes	
T-11630	Pathology Codes	
D-E4136	Pathology Codes	
E-50530	Pathology Codes	
M-54730	Pathology Codes	
T-Y9210	Pathology Codes	
T-Y9280	Pathology Codes	
M-44900	Pathology Codes	
M-50360	Pathology Codes	
T-Y0100	Pathology Codes	
D-H7112	Pathology Codes	
T-89695	Pathology Codes	
T-56120	Pathology Codes	
T-08180	Pathology Codes	
E-90435	Pathology Codes	
D-72500	Pathology Codes	
M-38003	Pathology Codes	
D-11720	Pathology Codes	
T-X2610	Pathology Codes	
D-E1340	Pathology Codes	
F-X2510	Pathology Codes	
M-50080	Pathology Codes	
T-03640	Pathology Codes	
T-46600	Pathology Codes	
E-47100	Pathology Codes	
T-21310	Pathology Codes	
T-67040	Pathology Codes	
T-56950	Pathology Codes	
T-06750	Pathology Codes	
M-33790	Pathology Codes	
E-43320	Pathology Codes	
M-38000	Pathology Codes	
T-42040	Pathology Codes	
T-Y8720	Pathology Codes	
T-Y8020	Pathology Codes	
M-33325	Pathology Codes	
T-X1660	Pathology Codes	
T-X2030	Pathology Codes	
T-11740	Pathology Codes	
T-02800	Pathology Codes	
T-86400	Pathology Codes	
E-13710	Pathology Codes	
T-64350	Pathology Codes	
E-YY390	Pathology Codes	
T-02460	Pathology Codes	
T-X2200	Pathology Codes	
T-08320	Pathology Codes	
F-35090	Pathology Codes	
M-37100	Pathology Codes	
T-X4750	Pathology Codes	
M-54060	Pathology Codes	
D-01780	Pathology Codes	
T-10170	Pathology Codes	
E-32215	Pathology Codes	
T-08420	Pathology Codes	
T-2Y600	Pathology Codes	
T-62000	Pathology Codes	
T-07060	Pathology Codes	
E-YY430	Pathology Codes	
D-YY645	Pathology Codes	
M-55050	Pathology Codes	
D-40120	Pathology Codes	
P-11400	Pathology Codes	
T-84100	Pathology Codes	
M-38030	Pathology Codes	
T-11430	Pathology Codes	
T-X2303	Pathology Codes	
D-H2033	Pathology Codes	
T-59060	Pathology Codes	
T-06010	Pathology Codes	
M-13500	Pathology Codes	
M-55770	Pathology Codes	
M-99701	Pathology Codes	
T-X1625	Pathology Codes	
T-X1300	Pathology Codes	
T-54400	Pathology Codes	
M-10400	Pathology Codes	
T-33550	Pathology Codes	
M-33030	Pathology Codes	
M-55200	Pathology Codes	
E-10003	Pathology Codes	
T-14110	Pathology Codes	
T-08010	Pathology Codes	
E-45000	Pathology Codes	
T-93120	Pathology Codes	
M-12002	Pathology Codes	
M-50160	Pathology Codes	
T-Y0160	Pathology Codes	
T-54930	Pathology Codes	
M-53170	Pathology Codes	
T-02452	Pathology Codes	
F-Y1870	Pathology Codes	
T-XX180	Pathology Codes	
T-02480	Pathology Codes	
M-88905	Pathology Codes	
D-01816	Pathology Codes	
T-02155	Pathology Codes	
T-72030	Pathology Codes	
D-67070	Pathology Codes	
M-54062	Pathology Codes	
T-XX110	Pathology Codes	
T-Y0200	Pathology Codes	
E-43000	Pathology Codes	
T-55000	Pathology Codes	
M-34350	Pathology Codes	
M-75400	Pathology Codes	
T-65110	Pathology Codes	
F-30020	Pathology Codes	
T-80400	Pathology Codes	
M-37000	Pathology Codes	
T-71800	Pathology Codes	
M-95300	Pathology Codes	
M-35100	Pathology Codes	
M-80001	Pathology Codes	
M-49160	Pathology Codes	
P-12710	Pathology Codes	
D-01510	Pathology Codes	
T-55300	Pathology Codes	
D-YY551	Pathology Codes	
T-X5110	Pathology Codes	
D-07500	Pathology Codes	
F-89040	Pathology Codes	
D-A1013	Pathology Codes	
M-46300	Pathology Codes	
M-28050	Pathology Codes	
T-28000	Pathology Codes	
M-45000	Pathology Codes	
D-E4170	Pathology Codes	
M-35300	Pathology Codes	
M-49730	Pathology Codes	
T-11400	Pathology Codes	
M-13530	Pathology Codes	
M-10540	Pathology Codes	
F-Y2905	Pathology Codes	
M-40400	Pathology Codes	
E-YY385	Pathology Codes	
T-41020	Pathology Codes	
E-44000	Pathology Codes	
T-71030	Pathology Codes	
T-51030	Pathology Codes	
M-31650	Pathology Codes	
E-40000	Pathology Codes	
T-XX702	Pathology Codes	
E-68010	Pathology Codes	
E-15620	Pathology Codes	
M-52500	Pathology Codes	
T-07010	Pathology Codes	
T-93800	Pathology Codes	
M-33000	Pathology Codes	
E-44750	Pathology Codes	
T-YY492	Pathology Codes	
E-15860	Pathology Codes	
T-04020	Pathology Codes	
T-Y9220	Pathology Codes	
T-09510	Pathology Codes	
P-30201	Pathology Codes	
T-25000	Pathology Codes	
T-88300	Pathology Codes	
M-37010	Pathology Codes	
E-Y3287	Pathology Codes	
M-36620	Pathology Codes	
E-25100	Pathology Codes	
T-71380	Pathology Codes	
T-14100	Pathology Codes	
E-90510	Pathology Codes	
T-Y9215	Pathology Codes	
T-10140	Pathology Codes	
M-57520	Pathology Codes	
M-49210	Pathology Codes	
M-40590	Pathology Codes	
M-43070	Pathology Codes	
T-02104	Pathology Codes	
T-03000	Pathology Codes	
T-63300	Pathology Codes	
D-Y2200	Pathology Codes	
T-50010	Pathology Codes	
M-22500	Pathology Codes	
D-E4410	Pathology Codes	
T-28900	Pathology Codes	
M-88100	Pathology Codes	
T-XY020	Pathology Codes	
M-47191	Pathology Codes	
D-D6431	Pathology Codes	
T-03300	Pathology Codes	
M-14500	Pathology Codes	
T-02851	Pathology Codes	
D-H7265	Pathology Codes	
T-XX200	Pathology Codes	
E-Y1383	Pathology Codes	
M-88003	Pathology Codes	
M-30180	Pathology Codes	
T-46010	Pathology Codes	
T-01600	Pathology Codes	
M-43000	Pathology Codes	
P-34260	Pathology Codes	
M-54750	Pathology Codes	
P-36441	Pathology Codes	
T-51000	Pathology Codes	
E-24400	Pathology Codes	
D-07200	Pathology Codes	
E-85150	Pathology Codes	
T-1271C	Pathology Codes	
T-27900	Pathology Codes	
T-65200	Pathology Codes	
F-YY006	Pathology Codes	
D-Y4500	Pathology Codes	
T-Y8710	Pathology Codes	
T-04000	Pathology Codes	
T-X9001	Pathology Codes	
T-Y8010	Pathology Codes	
M-26020	Pathology Codes	
D-00110	Pathology Codes	
T-26000	Pathology Codes	
T-82000	Pathology Codes	
T-10120	Pathology Codes	
M-72201	Pathology Codes	
M-54360	Pathology Codes	
E-00040	Pathology Codes	
T-08810	Pathology Codes	
M-55700	Pathology Codes	
D-Y5600	Pathology Codes	
T-46673	Pathology Codes	
D-20000	Pathology Codes	
F-Y2420	Pathology Codes	
M-65110	Pathology Codes	
M-39800	Pathology Codes	
D-H6006	Pathology Codes	
T-26800	Pathology Codes	
T-49530	Pathology Codes	
M-01680	Pathology Codes	
M-02510	Pathology Codes	
T-40080	Pathology Codes	
M-40480	Pathology Codes	
T-39000	Pathology Codes	
T-03480	Pathology Codes	
T-04010	Pathology Codes	
T-87020	Pathology Codes	
T-Y4000	Pathology Codes	
M-12010	Pathology Codes	
T-79120	Pathology Codes	
M-43030	Pathology Codes	
M-50810	Pathology Codes	
E-30630	Pathology Codes	
T-02670	Pathology Codes	
F-01050	Pathology Codes	
M-80600	Pathology Codes	
T-YY494	Pathology Codes	
D-C4023	Pathology Codes	
T-07000	Pathology Codes	
T-67090	Pathology Codes	
T-65100	Pathology Codes	
M-15800	Pathology Codes	
T-88700	Pathology Codes	
T-40000	Pathology Codes	
T-48783	Pathology Codes	
T-03545	Pathology Codes	
M-04020	Pathology Codes	
T-2Y700	Pathology Codes	
M-49000	Pathology Codes	
T-28600	Pathology Codes	
D-Y2300	Pathology Codes	
T-X5121	Pathology Codes	
E-20160	Pathology Codes	
T-28780	Pathology Codes	
T-X4600	Pathology Codes	
M-14000	Pathology Codes	
M-79900	Pathology Codes	
M-54701	Pathology Codes	
D-H7200	Pathology Codes	
T-Y9080	Pathology Codes	
T-X6100	Pathology Codes	
F-35020	Pathology Codes	
P-11020	Pathology Codes	
T-65210	Pathology Codes	
T-86110	Pathology Codes	
T-Y8110	Pathology Codes	
T-XX500	Pathology Codes	
M-58020	Pathology Codes	
T-02152	Pathology Codes	
F-70060	Pathology Codes	
M-15885	Pathology Codes	
M-58120	Pathology Codes	
M-50000	Pathology Codes	
T-56260	Pathology Codes	
M-18200	Pathology Codes	
M-41741	Pathology Codes	
P-Y1530	Pathology Codes	
D-01370	Pathology Codes	
E-20030	Pathology Codes	
T-87200	Pathology Codes	
F-YY001	Pathology Codes	
D-6D188	Pathology Codes	
M-13000	Pathology Codes	
M-73400	Pathology Codes	
E-47750	Pathology Codes	
M-54000	Pathology Codes	
M-34005	Pathology Codes	
T-59000	Pathology Codes	
T-48150	Pathology Codes	
T-12430	Pathology Codes	
M-02630	Pathology Codes	
E-90500	Pathology Codes	
M-54600	Pathology Codes	
M-47200	Pathology Codes	
T-75000	Pathology Codes	
M-46840	Pathology Codes	
T-11410	Pathology Codes	
M-40160	Pathology Codes	
M-91203	Pathology Codes	
T-X2202	Pathology Codes	
T-X1500	Pathology Codes	
D-E3262	Pathology Codes	
M-15020	Pathology Codes	
M-42100	Pathology Codes	
M-43060	Pathology Codes	
E-30100	Pathology Codes	
T-48330	Pathology Codes	
E-36220	Pathology Codes	
T-Y7010	Pathology Codes	
T-X7010	Pathology Codes	
T-X2510	Pathology Codes	
T-93140	Pathology Codes	
M-21400	Pathology Codes	
M-59000	Pathology Codes	
T-74000	Pathology Codes	
T-31000	Pathology Codes	
M-35150	Pathology Codes	
M-58600	Pathology Codes	
F-01130	Pathology Codes	
M-76101	Pathology Codes	
F-Y2930	Pathology Codes	
T-02401	Pathology Codes	
T-X1120	Pathology Codes	
M-YY650	Pathology Codes	
T-01609	Pathology Codes	
T-34300	Pathology Codes	
E-77760	Pathology Codes	
M-01400	Pathology Codes	
P-35450	Pathology Codes	
T-X7470	Pathology Codes	
D-63310	Pathology Codes	
T-51100	Pathology Codes	
M-49620	Pathology Codes	
M-51120	Pathology Codes	
M-69500	Pathology Codes	
D-14010	Pathology Codes	
T-04040	Pathology Codes	
M-41740	Pathology Codes	
D-YY556	Pathology Codes	
D-01460	Pathology Codes	
D-H7201	Pathology Codes	
M-30460	Pathology Codes	
M-55280	Pathology Codes	
M-53160	Pathology Codes	
T-X6050	Pathology Codes	
T-51300	Pathology Codes	
T-10110	Pathology Codes	
T-98040	Pathology Codes	
E-16522	Pathology Codes	
T-0X003	Pathology Codes	
M-41700	Pathology Codes	
M-72030	Pathology Codes	
M-66040	Pathology Codes	
T-Y4400	Pathology Codes	
M-71800	Pathology Codes	
T-74010	Pathology Codes	
T-03121	Pathology Codes	
T-08520	Pathology Codes	
M-30010	Pathology Codes	
T-52000	Pathology Codes	
F-Y3940	Pathology Codes	
T-Y8000	Pathology Codes	
T-64360	Pathology Codes	
T-71050	Pathology Codes	
T-X2001	Pathology Codes	
T-85000	Pathology Codes	
T-X2570	Pathology Codes	
T-96000	Pathology Codes	
M-04090	Pathology Codes	
T-12460	Pathology Codes	
M-33900	Pathology Codes	
M-82700	Pathology Codes	
T-X1820	Pathology Codes	
T-14170	Pathology Codes	
D-D5032	Pathology Codes	
M-57210	Pathology Codes	
M-43740	Pathology Codes	
D-01813	Pathology Codes	
M-13510	Pathology Codes	
M-58000	Pathology Codes	
T-59300	Pathology Codes	
D-A1307	Pathology Codes	
T-62400	Pathology Codes	
T-11653	Pathology Codes	
M-58100	Pathology Codes	
M-23600	Pathology Codes	
F-CB220	Pathology Codes	
T-91200	Pathology Codes	
T-X5400	Pathology Codes	
M-14070	Pathology Codes	
T-37000	Pathology Codes	
M-55300	Pathology Codes	
M-81403	Pathology Codes	
P-32005	Pathology Codes	
T-56100	Pathology Codes	
F-Y1560	Pathology Codes	
M-10050	Pathology Codes	
T-X1610	Pathology Codes	
M-43700	Pathology Codes	
T-41030	Pathology Codes	
T-1X040	Pathology Codes	
E-13700	Pathology Codes	
M-72035	Pathology Codes	
M-14360	Pathology Codes	
T-X1400	Pathology Codes	
T-32200	Pathology Codes	
T-58010	Pathology Codes	
T-X3600	Pathology Codes	
F-42800	Pathology Codes	
D-H1220	Pathology Codes	
M-54001	Pathology Codes	
T-42010	Pathology Codes	
T-X1480	Pathology Codes	
T-08340	Pathology Codes	
E-24420	Pathology Codes	
M-57740	Pathology Codes	
E-15850	Pathology Codes	
M-50061	Pathology Codes	
T-57920	Pathology Codes	
D-E8013	Pathology Codes	
P-30210	Pathology Codes	
T-56250	Pathology Codes	
T-X3010	Pathology Codes	
T-13270	Pathology Codes	
T-X7700	Pathology Codes	
P-34401	Pathology Codes	
M-32130	Pathology Codes	
T-28800	Pathology Codes	
P-12201	Pathology Codes	
T-02487	Pathology Codes	
M-57600	Pathology Codes	
M-75500	Pathology Codes	
D-06700	Pathology Codes	
M-80203	Pathology Codes	
D-YY910	Pathology Codes	
T-88100	Pathology Codes	
F-31170	Pathology Codes	
M-43001	Pathology Codes	
M-72003	Pathology Codes	
D-F1001	Pathology Codes	
T-02300	Pathology Codes	
M-47000	Pathology Codes	
T-12710	Pathology Codes	
M-45020	Pathology Codes	
T-96060	Pathology Codes	
T-32300	Pathology Codes	
M-35320	Pathology Codes	
T-86300	Pathology Codes	
M-50050	Pathology Codes	
T-18427	Pathology Codes	
T-68010	Pathology Codes	
M-55110	Pathology Codes	
T-56290	Pathology Codes	
T-Y9110	Pathology Codes	
M-01120	Pathology Codes	
T-82910	Pathology Codes	
T-X2700	Pathology Codes	
T-44100	Pathology Codes	
F-Y1840	Pathology Codes	
D-C3080	Pathology Codes	
F-31150	Pathology Codes	
D-H3010	Pathology Codes	
T-33400	Pathology Codes	
T-01200	Pathology Codes	
T-67030	Pathology Codes	
T-08160	Pathology Codes	
T-41000	Pathology Codes	
M-Y1410	Pathology Codes	
F-31060	Pathology Codes	
M-02620	Pathology Codes	
M-41401	Pathology Codes	
D-21310	Pathology Codes	
M-52110	Pathology Codes	
T-42030	Pathology Codes	
T-Y8820	Pathology Codes	
T-1X700	Pathology Codes	
M-41771	Pathology Codes	
M-72160	Pathology Codes	
M-54111	Pathology Codes	
F-62400	Pathology Codes	
M-66000	Pathology Codes	
M-75300	Pathology Codes	
T-06200	Pathology Codes	
M-62011	Pathology Codes	
E-10002	Pathology Codes	
M-44050	Pathology Codes	
M-33405	Pathology Codes	
M-14700	Pathology Codes	
E-21600	Pathology Codes	
D-E4405	Pathology Codes	
M-80102	Pathology Codes	
T-1271D	Pathology Codes	
E-49560	Pathology Codes	
T-02150	Pathology Codes	
T-99200	Pathology Codes	
D-A1053	Pathology Codes	
M-57500	Pathology Codes	
T-88203	Pathology Codes	
F-77600	Pathology Codes	
F-01120	Pathology Codes	
D-H7322	Pathology Codes	
E-14300	Pathology Codes	
T-67100	Pathology Codes	
E-19410	Pathology Codes	
T-10500	Pathology Codes	
T-44800	Pathology Codes	
T-08910	Pathology Codes	
D-03720	Pathology Codes	
D-B0120	Pathology Codes	
T-53010	Pathology Codes	
E-43375	Pathology Codes	
T-YY840	Pathology Codes	
T-51120	Pathology Codes	
M-58001	Pathology Codes	
E-45100	Pathology Codes	
T-78800	Pathology Codes	
T-31010	Pathology Codes	
T-63150	Pathology Codes	
M-36550	Pathology Codes	
M-69000	Pathology Codes	
M-10020	Pathology Codes	
F-26303	Pathology Codes	
T-34100	Pathology Codes	
T-6Y030	Pathology Codes	
M-55400	Pathology Codes	
M-14010	Pathology Codes	
T-78000	Pathology Codes	
F-79020	Pathology Codes	
E-15920	Pathology Codes	
T-Y0400	Pathology Codes	
T-67400	Pathology Codes	
T-X0810	Pathology Codes	
T-Y9000	Pathology Codes	
E-47550	Pathology Codes	
T-5Y132	Pathology Codes	
M-35140	Pathology Codes	
T-Y4410	Pathology Codes	
T-51110	Pathology Codes	
D-D5682	Pathology Codes	
T-03822	Pathology Codes	
T-78100	Pathology Codes	
E-16870	Pathology Codes	
E-16860	Pathology Codes	
D-38900	Pathology Codes	
D-H7022	Pathology Codes	
T-7X100	Pathology Codes	
T-3X200	Pathology Codes	
T-63400	Pathology Codes	
M-43800	Pathology Codes	
D-H2220	Pathology Codes	
M-54010	Pathology Codes	
M-47190	Pathology Codes	
T-Y0600	Pathology Codes	
D-H7264	Pathology Codes	
M-81406	Pathology Codes	
T-04410	Pathology Codes	
F-79050	Pathology Codes	
T-Y8800	Pathology Codes	
T-02130	Pathology Codes	
F-79090	Pathology Codes	
M-00100	Pathology Codes	
M-44200	Pathology Codes	
T-63230	Pathology Codes	
M-15865	Pathology Codes	
M-26150	Pathology Codes	
F-Y4430	Pathology Codes	
T-X6640	Pathology Codes	
T-29200	Pathology Codes	
T-12735	Pathology Codes	
M-41616	Pathology Codes	
M-34210	Pathology Codes	
T-Y9800	Pathology Codes	
T-03660	Pathology Codes	
M-51500	Pathology Codes	
T-06540	Pathology Codes	
D-62140	Pathology Codes	
T-77500	Pathology Codes	
F-79000	Pathology Codes	
E-44390	Pathology Codes	
T-X2302	Pathology Codes	
T-56291	Pathology Codes	
T-XX850	Pathology Codes	
T-84300	Pathology Codes	
M-44750	Pathology Codes	
D-62010	Pathology Codes	
T-86100	Pathology Codes	
T-09550	Pathology Codes	
M-90503	Pathology Codes	
T-54990	Pathology Codes	
T-6Y060	Pathology Codes	
E-16520	Pathology Codes	
P-32345	Pathology Codes	
M-50410	Pathology Codes	
M-48002	Pathology Codes	
M-55102	Pathology Codes	
T-63010	Pathology Codes	
T-02120	Pathology Codes	
T-00020	Pathology Codes	
P-X6100	Pathology Codes	
T-Y9120	Pathology Codes	
T-12040	Pathology Codes	
T-54260	Pathology Codes	
M-31604	Pathology Codes	
D-FD160	Pathology Codes	
D-03501	Pathology Codes	
E-82350	Pathology Codes	
E-22310	Pathology Codes	
T-X0910	Pathology Codes	
P-30120	Pathology Codes	
T-64200	Pathology Codes	
T-50131	Pathology Codes	
F-Y1610	Pathology Codes	
T-11720	Pathology Codes	
T-6Y000	Pathology Codes	
F-Y2940	Pathology Codes	
T-43000	Pathology Codes	
E-Y1381	Pathology Codes	
M-31510	Pathology Codes	
T-27030	Pathology Codes	
F-01310	Pathology Codes	
D-01894	Pathology Codes	
D-76180	Pathology Codes	
D-6D189	Pathology Codes	
M-74030	Pathology Codes	
T-53130	Pathology Codes	
D-73210	Pathology Codes	
M-31550	Pathology Codes	
T-63015	Pathology Codes	
T-Y5000	Pathology Codes	
D-B6114	Pathology Codes	
T-81920	Pathology Codes	
T-02630	Pathology Codes	
T-57100	Pathology Codes	
M-71070	Pathology Codes	
T-50136	Pathology Codes	
M-YY610	Pathology Codes	
T-X5271	Pathology Codes	
M-77940	Pathology Codes	
T-03800	Pathology Codes	
M-79310	Pathology Codes	
T-Y4440	Pathology Codes	
M-51530	Pathology Codes	
E-13713	Pathology Codes	
F-YY002	Pathology Codes	
M-03010	Pathology Codes	
T-62200	Pathology Codes	
T-71080	Pathology Codes	
T-63140	Pathology Codes	
D-DF020	Pathology Codes	
T-06100	Pathology Codes	
T-41010	Pathology Codes	
T-12000	Pathology Codes	
M-54150	Pathology Codes	
T-5Y010	Pathology Codes	
T-48720	Pathology Codes	
T-78020	Pathology Codes	
M-32830	Pathology Codes	
M-58080	Pathology Codes	
F-Y0064	Pathology Codes	
T-65960	Pathology Codes	
E-33710	Pathology Codes	
T-Y2210	Pathology Codes	
F-03004	Pathology Codes	
T-76000	Pathology Codes	
M-02810	Pathology Codes	
T-36000	Pathology Codes	
T-86220	Pathology Codes	
M-55720	Pathology Codes	
P-11100	Pathology Codes	
T-XX570	Pathology Codes	
T-Y9600	Pathology Codes	
P-11040	Pathology Codes	
T-79300	Pathology Codes	
E-15940	Pathology Codes	
T-1X000	Pathology Codes	
E-44320	Pathology Codes	
E-25000	Pathology Codes	
T-97000	Pathology Codes	
M-55100	Pathology Codes	
T-07032	Pathology Codes	
T-13001	Pathology Codes	
T-29020	Pathology Codes	
T-06260	Pathology Codes	
M-29170	Pathology Codes	
T-Y4500	Pathology Codes	
E-81820	Pathology Codes	
T-3X100	Pathology Codes	
M-52320	Pathology Codes	
M-47120	Pathology Codes	
T-11910	Pathology Codes	
F-75160	Pathology Codes	
T-1X010	Pathology Codes	
M-14110	Pathology Codes	
T-14160	Pathology Codes	
D-4D603	Pathology Codes	
T-12290	Pathology Codes	
D-H2021	Pathology Codes	
T-13600	Pathology Codes	
T-2Y710	Pathology Codes	
T-67080	Pathology Codes	
T-X6000	Pathology Codes	
T-28700	Pathology Codes	
D-30900	Pathology Codes	
T-0881R	Pathology Codes	
D-6D187	Pathology Codes	
T-X7150	Pathology Codes	
D-4D600	Pathology Codes	
T-77100	Pathology Codes	
T-55080	Pathology Codes	
T-08040	Pathology Codes	
M-YY670	Pathology Codes	
T-83010	Pathology Codes	
T-67700	Pathology Codes	
M-14930	Pathology Codes	
E-44150	Pathology Codes	
T-75110	Pathology Codes	
M-87200	Pathology Codes	
M-46700	Pathology Codes	
M-76800	Pathology Codes	
D-H0400	Pathology Codes	
T-08060	Pathology Codes	
T-10600	Pathology Codes	
T-11760	Pathology Codes	
T-51020	Pathology Codes	
T-28400	Pathology Codes	
T-59500	Pathology Codes	
T-50130	Pathology Codes	
T-86920	Pathology Codes	
F-01220	Pathology Codes	
M-36330	Pathology Codes	
T-63700	Pathology Codes	
T-Y4510	Pathology Codes	
M-54090	Pathology Codes	
M-35000	Pathology Codes	
M-53100	Pathology Codes	
T-X8050	Pathology Codes	
M-21310	Pathology Codes	
T-X4650	Pathology Codes	
D-73030	Pathology Codes	
T-89900	Pathology Codes	
T-67035	Pathology Codes	
P-49B30	Pathology Codes	
D-06500	Pathology Codes	
M-02500	Pathology Codes	
M-41590	Pathology Codes	
M-75920	Pathology Codes	
D-E8184	Pathology Codes	
T-08560	Pathology Codes	
D-H7031	Pathology Codes	
T-YZ070	Pathology Codes	
D-H7123	Pathology Codes	
T-00001	Pathology Codes	
M-33406	Pathology Codes	
F-03003	Pathology Codes	
M-20050	Pathology Codes	
M-59030	Pathology Codes	
T-X5550	Pathology Codes	
E-25420	Pathology Codes	
M-32710	Pathology Codes	
T-Y8610	Pathology Codes	
M-73000	Pathology Codes	
T-Y9200	Pathology Codes	
F-12214	Pathology Codes	
T-Y122L	Pathology Codes	
F-65852	Pathology Codes	
M-83300	Pathology Codes	
M-49500	Pathology Codes	
T-X9010	Pathology Codes	
D-05060	Pathology Codes	
T-Y8300	Pathology Codes	
T-XX700	Pathology Codes	
M-50470	Pathology Codes	
M-51600	Pathology Codes	
T-31030	Pathology Codes	
M-91200	Pathology Codes	
M-55401	Pathology Codes	
T-74020	Pathology Codes	
T-X2300	Pathology Codes	
T-10350	Pathology Codes	
M-33060	Pathology Codes	
D-70300	Pathology Codes	
M-54760	Pathology Codes	
T-X6610	Pathology Codes	
M-34220	Pathology Codes	
T-64120	Pathology Codes	
D-62570	Pathology Codes	
T-X6630	Pathology Codes	
M-54630	Pathology Codes	
T-47000	Pathology Codes	
T-78200	Pathology Codes	
M-02720	Pathology Codes	
T-86221	Pathology Codes	
T-83100	Pathology Codes	
M-26000	Pathology Codes	
T-32020	Pathology Codes	
T-93030	Pathology Codes	
T-67136	Pathology Codes	
E-94280	Pathology Codes	
T-47410	Pathology Codes	
M-40500	Pathology Codes	
T-73000	Pathology Codes	
M-47800	Pathology Codes	
E-85470	Pathology Codes	
T-34000	Pathology Codes	
T-Y9225	Pathology Codes	
D-71000	Pathology Codes	
T-21340	Pathology Codes	
D-01430	Pathology Codes	
M-38011	Pathology Codes	
E-10030	Pathology Codes	
E-16800	Pathology Codes	
T-51330	Pathology Codes	
T-67800	Pathology Codes	
P-28311	Pathology Codes	
T-X0905	Pathology Codes	
T-64026	Pathology Codes	
T-X0210	Pathology Codes	
T-13000	Pathology Codes	
T-93200	Pathology Codes	
M-77810	Pathology Codes	
T-64060	Pathology Codes	
T-02302	Pathology Codes	
T-65900	Pathology Codes	
T-02620	Pathology Codes	
F-Y2910	Pathology Codes	
F-Y1620	Pathology Codes	
M-44030	Pathology Codes	
T-03450	Pathology Codes	
D-YY660	Pathology Codes	
D-30500	Pathology Codes	
F-35000	Pathology Codes	
M-76810	Pathology Codes	
M-09200	Pathology Codes	
M-22160	Pathology Codes	
D-B6110	Pathology Codes	
E-94810	Pathology Codes	
E-23010	Pathology Codes	
T-02133	Pathology Codes	
E-11400	Pathology Codes	
D-Y0300	Pathology Codes	
T-2X120	Pathology Codes	
M-72170	Pathology Codes	
M-36660	Pathology Codes	
M-44180	Pathology Codes	
M-72060	Pathology Codes	
T-02641	Pathology Codes	
T-X7560	Pathology Codes	
T-64316	Pathology Codes	
T-41830	Pathology Codes	
M-02000	Pathology Codes	
T-08200	Pathology Codes	
F-30960	Pathology Codes	
D-62000	Pathology Codes	
T-X7040	Pathology Codes	
F-Y3710	Pathology Codes	
M-72600	Pathology Codes	
F-Y2400	Pathology Codes	
M-20100	Pathology Codes	
T-X1800	Pathology Codes	
T-Y8620	Pathology Codes	
T-67000	Pathology Codes	
T-86222	Pathology Codes	
M-76500	Pathology Codes	
E-74780	Pathology Codes	
T-08020	Pathology Codes	
M-44400	Pathology Codes	
F-03180	Pathology Codes	
E-48405	Pathology Codes	
T-54490	Pathology Codes	
T-54430	Pathology Codes	
T-Y4590	Pathology Codes	
M-41783	Pathology Codes	
D-H2221	Pathology Codes	
D-70500	Pathology Codes	
M-80000	Pathology Codes	
T-71360	Pathology Codes	
D-48100	Pathology Codes	
E-16100	Pathology Codes	
T-X1000	Pathology Codes	
T-63000	Pathology Codes	
T-56110	Pathology Codes	
M-76000	Pathology Codes	
F-YY005	Pathology Codes	
M-26140	Pathology Codes	
M-79320	Pathology Codes	
M-14840	Pathology Codes	
M-88500	Pathology Codes	
T-56130	Pathology Codes	
M-36320	Pathology Codes	
D-11000	Pathology Codes	
E-16530	Pathology Codes	
E-25490	Pathology Codes	
T-02652	Pathology Codes	
M-47610	Pathology Codes	
M-41780	Pathology Codes	
M-36702	Pathology Codes	
T-09640	Pathology Codes	
M-69050	Pathology Codes	
T-Y8280	Pathology Codes	
E-11010	Pathology Codes	
M-04040	Pathology Codes	
D-62160	Pathology Codes	
E-69400	Pathology Codes	
T-00010	Pathology Codes	
T-10195	Pathology Codes	
M-83123	Pathology Codes	
D-38912	Pathology Codes	
T-86800	Pathology Codes	
T-Y7020	Pathology Codes	
T-7X420	Pathology Codes	
M-33500	Pathology Codes	
T-Y0490	Pathology Codes	
T-XX860	Pathology Codes	
T-Y150R	Pathology Codes	
T-91000	Pathology Codes	
D-31500	Pathology Codes	
T-X7050	Pathology Codes	
T-65216	Pathology Codes	
M-41000	Pathology Codes	
M-02520	Pathology Codes	
F-Y1910	Pathology Codes	
P-Y1510	Pathology Codes	
M-38023	Pathology Codes	
D-Y5500	Pathology Codes	
E-55090	Pathology Codes	
T-1X005	Pathology Codes	
D-H7230	Pathology Codes	
T-47400	Pathology Codes	
M-14004	Pathology Codes	
M-41400	Pathology Codes	
M-14830	Pathology Codes	
M-80103	Pathology Codes	
E-Y3283	Pathology Codes	
D-38840	Pathology Codes	
T-Y6221	Pathology Codes	
M-49420	Pathology Codes	
D-E4137	Pathology Codes	
T-Y0210	Pathology Codes	
T-98070	Pathology Codes	
T-12720	Pathology Codes	
E-YY040	Pathology Codes	
T-02411	Pathology Codes	
T-Y2100	Pathology Codes	
T-Y8600	Pathology Codes	
M-36350	Pathology Codes	
T-60000	Pathology Codes	
E-90200	Pathology Codes	
T-82920	Pathology Codes	
M-76510	Pathology Codes	
E-51140	Pathology Codes	
T-83200	Pathology Codes	
E-47700	Pathology Codes	
T-X3520	Pathology Codes	
M-49002	Pathology Codes	
T-83300	Pathology Codes	
M-75320	Pathology Codes	
E-Y2100	Pathology Codes	
M-34300	Pathology Codes	
T-32500	Pathology Codes	
T-04300	Pathology Codes	
