code	primaryCategory	secondaryCategory
E-10030	Organisms	
E-10040	Organisms	
E-10050	Organisms	
E-10070	Organisms	
E-10080	Organisms	
E-10090	Organisms	
E-10500	Organisms	
E-10510	Organisms	
E-10511	Organisms	
E-11000	Organisms	
E-11010	Organisms	
E-11100	Organisms	
E-11101	Organisms	
E-11400	Organisms	
E-12000	Organisms	
E-12010	Organisms	
E-12020	Organisms	
E-12040	Organisms	
E-12060	Organisms	
E-12070	Organisms	
E-12230	Organisms	
E-13700	Organisms	
E-13710	Organisms	
E-13712	Organisms	
E-13713	Organisms	
E-14100	Organisms	
E-1421X	Organisms	
E-14300	Organisms	
E-14710	Organisms	
E-15200	Organisms	
E-15220	Organisms	
E-15620	Organisms	
E-15630	Organisms	
E-15650	Organisms	
E-15690	Organisms	
E-15710	Organisms	
E-15711	Organisms	
E-15712	Organisms	
E-15713	Organisms	
E-15714	Organisms	
E-15717	Organisms	
E-15750	Organisms	
E-15801	Organisms	
E-15810	Organisms	
E-15815	Organisms	
E-15820	Organisms	
E-15850	Organisms	
E-15860	Organisms	
E-15861	Organisms	
E-15870	Organisms	
E-1591X	Organisms	
E-15920	Organisms	
E-15930	Organisms	
E-15940	Organisms	
E-15950	Organisms	
E-15960	Organisms	
E-15970	Organisms	
E-15980	Organisms	
E-15990	Organisms	
E-16000	Organisms	
E-16070	Organisms	
E-16120	Organisms	
E-16500	Organisms	
E-16510	Organisms	
E-16520	Organisms	
E-16521	Organisms	
E-16522	Organisms	
E-16523	Organisms	
E-16524	Organisms	
E-16525	Organisms	
E-16526	Organisms	
E-16530	Organisms	
E-16540	Organisms	
E-16800	Organisms	
E-16820	Organisms	
E-16840	Organisms	
E-16860	Organisms	
E-16870	Organisms	
E-16875	Organisms	
E-17400	Organisms	
E-17430	Organisms	
E-17710	Organisms	
E-17800	Organisms	
E-18300	Organisms	
E-18700	Organisms	
E-18840	Organisms	
E-19400	Organisms	
E-19410	Organisms	
E-19600	Organisms	
E-19800	Organisms	
E-21600	Organisms	
E-22300	Organisms	
E-22310	Organisms	
E-22330	Organisms	
E-22400	Organisms	
E-22540	Organisms	
E-22560	Organisms	
E-22562	Organisms	
E-22564	Organisms	
E-22900	Organisms	
E-23000	Organisms	
E-23005	Organisms	
E-23010	Organisms	
E-23030	Organisms	
E-23120	Organisms	
E-23150	Organisms	
E-23270	Organisms	
E-24400	Organisms	
E-24410	Organisms	
E-24420	Organisms	
E-24700	Organisms	
E-25000	Organisms	
E-25040	Organisms	
E-25100	Organisms	
E-25150	Organisms	
E-25240	Organisms	
E-25250	Organisms	
E-25280	Organisms	
E-25410	Organisms	
E-25420	Organisms	
E-25430	Organisms	
E-25470	Organisms	
E-25480	Organisms	
E-25490	Organisms	
E-25491	Organisms	
E-40260	Organisms	
E-40410	Organisms	
E-40800	Organisms	
E-40810	Organisms	
E-42000	Organisms	
E-Y1371	Organisms	
E-Y1372	Organisms	
E-Y3295	Organisms	
E-Y8830	Organisms	
E-YY040	Organisms	
E-YY392	Organisms	
E-YY440	Organisms	
E-YY827	Organisms	
M-YY630	Organisms	
E-YY757	Organisms	
D-01880	Agents	
D-05210	Agents	
E-17710	Agents	
E-20010	Agents	
E-30000	Agents	
E-32100	Agents	
E-32120	Agents	
E-32140	Agents	
E-32218	Agents	
E-32221	Agents	
E-33700	Agents	
E-33710	Agents	
E-35730	Agents	
E-Y3283	Agents	
E-Y3284	Agents	
E-Y3286	Agents	
E-Y3287	Agents	
E-YY328	Agents	
E-YY330	Agents	
E-YY331	Agents	
E-YY350	Agents	
E-YY351	Agents	
E-YY370	Agents	
E-YY381	Agents	
E-YY385	Agents	
T-00100	Organ/Tissue	
T-01000	Organ/Tissue	
T-02104	Organ/Tissue	
T-02424	Organ/Tissue	
T-02460	Organ/Tissue	
T-02530	Organ/Tissue	
T-02100	Organ/Tissue	
T-02102	Organ/Tissue	
T-02120	Organ/Tissue	
T-02410	Organ/Tissue	
T-02510	Organ/Tissue	
T-00001	Organ/Tissue	
T-00070	Organ/Tissue	
T-01300	Organ/Tissue	
T-01400	Organ/Tissue	
T-02121	Organ/Tissue	
T-02840	Organ/Tissue	
T-03100	Organ/Tissue	
T-03102	Organ/Tissue	
T-04040	Organ/Tissue	
T-0410R	Organ/Tissue	
T-05500	Organ/Tissue	
T-02531	Organ/Tissue	
T-02540	Organ/Tissue	
T-02820	Organ/Tissue	
T-03450	Organ/Tissue	
T-03600	Organ/Tissue	
T-04020	Organ/Tissue	
T-02620	Organ/Tissue	
T-02830	Organ/Tissue	
T-0410L	Organ/Tissue	
T-08320	Organ/Tissue	
T-08332	Organ/Tissue	
T-08850	Organ/Tissue	
T-00002	Organ/Tissue	
T-00200	Organ/Tissue	
T-01240	Organ/Tissue	
T-01520	Organ/Tissue	
T-00020	Organ/Tissue	
T-02652	Organ/Tissue	
T-02835	Organ/Tissue	
T-02850	Organ/Tissue	
T-03424	Organ/Tissue	
T-03480	Organ/Tissue	
T-08430	Organ/Tissue	
T-08720	Organ/Tissue	
T-0X401	Organ/Tissue	
T-0X500	Organ/Tissue	
T-0Y100	Organ/Tissue	
T-10170	Organ/Tissue	
T-02130	Organ/Tissue	
T-02140	Organ/Tissue	
T-02630	Organ/Tissue	
T-02660	Organ/Tissue	
T-02810	Organ/Tissue	
T-03300	Organ/Tissue	
T-02450	Organ/Tissue	
T-02503	Organ/Tissue	
T-02610	Organ/Tissue	
T-04000	Organ/Tissue	
T-08200	Organ/Tissue	
T-08480	Organ/Tissue	
T-08010	Organ/Tissue	
T-08160	Organ/Tissue	
T-08510	Organ/Tissue	
T-08610	Organ/Tissue	
T-08910	Organ/Tissue	
T-0Y300	Organ/Tissue	
T-0Y310	Organ/Tissue	
T-10800	Organ/Tissue	
T-11420	Organ/Tissue	
T-11710	Organ/Tissue	
T-12040	Organ/Tissue	
T-1271C	Organ/Tissue	
T-01600	Organ/Tissue	
T-02300	Organ/Tissue	
T-02411	Organ/Tissue	
T-02487	Organ/Tissue	
T-02670	Organ/Tissue	
T-03460	Organ/Tissue	
T-00010	Organ/Tissue	
T-00050	Organ/Tissue	
T-02155	Organ/Tissue	
T-02400	Organ/Tissue	
T-02420	Organ/Tissue	
T-11740	Organ/Tissue	
T-12000	Organ/Tissue	
T-13690	Organ/Tissue	
T-14492	Organ/Tissue	
T-14630	Organ/Tissue	
T-26980	Organ/Tissue	
T-28010	Organ/Tissue	
T-10100	Organ/Tissue	
T-10500	Organ/Tissue	
T-11280	Organ/Tissue	
T-11380	Organ/Tissue	
T-11720	Organ/Tissue	
T-11750	Organ/Tissue	
T-08250	Organ/Tissue	
T-08350	Organ/Tissue	
T-08520	Organ/Tissue	
T-0881R	Organ/Tissue	
T-08920	Organ/Tissue	
T-11700	Organ/Tissue	
T-12530	Organ/Tissue	
T-04030	Organ/Tissue	
T-07000	Organ/Tissue	
T-08180	Organ/Tissue	
T-08420	Organ/Tissue	
T-08710	Organ/Tissue	
T-0881L	Organ/Tissue	
T-08650	Organ/Tissue	
T-0871L	Organ/Tissue	
T-0X003	Organ/Tissue	
T-11401	Organ/Tissue	
T-11410	Organ/Tissue	
T-11730	Organ/Tissue	
T-12290	Organ/Tissue	
T-12411	Organ/Tissue	
T-12430	Organ/Tissue	
T-12721	Organ/Tissue	
T-13205	Organ/Tissue	
T-14560	Organ/Tissue	
T-12710	Organ/Tissue	
T-12725	Organ/Tissue	
T-13000	Organ/Tissue	
T-14570	Organ/Tissue	
T-18010	Organ/Tissue	
T-20000	Organ/Tissue	
T-12720	Organ/Tissue	
T-14100	Organ/Tissue	
T-14730	Organ/Tissue	
T-21000	Organ/Tissue	
T-2131L	Organ/Tissue	
T-25000	Organ/Tissue	
T-0X400	Organ/Tissue	
T-0Y320	Organ/Tissue	
T-11310	Organ/Tissue	
T-11400	Organ/Tissue	
T-12750	Organ/Tissue	
T-13270	Organ/Tissue	
T-24100	Organ/Tissue	
T-26000	Organ/Tissue	
T-2Y720	Organ/Tissue	
T-31000	Organ/Tissue	
T-32400	Organ/Tissue	
T-36000	Organ/Tissue	
T-14160	Organ/Tissue	
T-17010	Organ/Tissue	
T-27000	Organ/Tissue	
T-31010	Organ/Tissue	
T-51020	Organ/Tissue	
T-54910	Organ/Tissue	
T-5493C	Organ/Tissue	
T-13670	Organ/Tissue	
T-13820	Organ/Tissue	
T-14650	Organ/Tissue	
T-14750	Organ/Tissue	
T-17860	Organ/Tissue	
T-18600	Organ/Tissue	
T-1X000	Organ/Tissue	
T-55110	Organ/Tissue	
T-61100	Organ/Tissue	
T-62000	Organ/Tissue	
T-63000	Organ/Tissue	
T-65300	Organ/Tissue	
T-70300	Organ/Tissue	
T-04010	Organ/Tissue	
T-06000	Organ/Tissue	
T-08000	Organ/Tissue	
T-08810	Organ/Tissue	
T-08830	Organ/Tissue	
T-0X000	Organ/Tissue	
T-1X010	Organ/Tissue	
T-1X500	Organ/Tissue	
T-1X700	Organ/Tissue	
T-22200	Organ/Tissue	
T-25910	Organ/Tissue	
T-2X110	Organ/Tissue	
T-44000	Organ/Tissue	
T-46600	Organ/Tissue	
T-48783	Organ/Tissue	
T-51120	Organ/Tissue	
T-52000	Organ/Tissue	
T-53130	Organ/Tissue	
T-28500	Organ/Tissue	
T-2X12R	Organ/Tissue	
T-2Y710	Organ/Tissue	
T-32000	Organ/Tissue	
T-32100	Organ/Tissue	
T-39000	Organ/Tissue	
T-28100	Organ/Tissue	
T-28400	Organ/Tissue	
T-29000	Organ/Tissue	
T-38000	Organ/Tissue	
T-3X100	Organ/Tissue	
T-41931	Organ/Tissue	
T-45010	Organ/Tissue	
T-46700	Organ/Tissue	
T-46820	Organ/Tissue	
T-47160	Organ/Tissue	
T-48810	Organ/Tissue	
T-55120	Organ/Tissue	
T-5Y010	Organ/Tissue	
T-64300	Organ/Tissue	
T-65100	Organ/Tissue	
T-67600	Organ/Tissue	
T-6Y030	Organ/Tissue	
T-6Y100	Organ/Tissue	
T-6Y300	Organ/Tissue	
T-54000	Organ/Tissue	
T-54920	Organ/Tissue	
T-5493R	Organ/Tissue	
T-55220	Organ/Tissue	
T-55310	Organ/Tissue	
T-60110	Organ/Tissue	
T-42000	Organ/Tissue	
T-45800	Organ/Tissue	
T-46970	Organ/Tissue	
T-48740	Organ/Tissue	
T-48930	Organ/Tissue	
T-51000	Organ/Tissue	
T-73000	Organ/Tissue	
T-78020	Organ/Tissue	
T-79110	Organ/Tissue	
T-86100	Organ/Tissue	
T-86222	Organ/Tissue	
T-86600	Organ/Tissue	
T-87600	Organ/Tissue	
T-88300	Organ/Tissue	
T-8Y210	Organ/Tissue	
T-91000	Organ/Tissue	
T-98000	Organ/Tissue	
T-X4010	Organ/Tissue	
T-X5100	Organ/Tissue	
T-64020	Organ/Tissue	
T-65210	Organ/Tissue	
T-6Y040	Organ/Tissue	
T-78180	Organ/Tissue	
T-78800	Organ/Tissue	
T-79200	Organ/Tissue	
T-40920	Organ/Tissue	
T-47400	Organ/Tissue	
T-48150	Organ/Tissue	
T-48330	Organ/Tissue	
T-48600	Organ/Tissue	
T-51320	Organ/Tissue	
T-54300	Organ/Tissue	
T-54930	Organ/Tissue	
T-5493L	Organ/Tissue	
T-55320	Organ/Tissue	
T-56240	Organ/Tissue	
T-64080	Organ/Tissue	
T-X5160	Organ/Tissue	
T-XX050	Organ/Tissue	
T-XX610	Organ/Tissue	
T-XX700	Organ/Tissue	
T-XX86L	Organ/Tissue	
T-XY020	Organ/Tissue	
T-7X100	Organ/Tissue	
T-81920	Organ/Tissue	
T-86800	Organ/Tissue	
T-88101	Organ/Tissue	
T-8X420	Organ/Tissue	
T-51110	Organ/Tissue	
T-51140	Organ/Tissue	
T-52100	Organ/Tissue	
T-53000	Organ/Tissue	
T-54010	Organ/Tissue	
T-54440	Organ/Tissue	
T-Y0201	Organ/Tissue	
T-Y1010	Organ/Tissue	
T-Y4000	Organ/Tissue	
T-Y4200	Organ/Tissue	
T-Y4600	Organ/Tissue	
T-Y6000	Organ/Tissue	
T-71800	Organ/Tissue	
T-77500	Organ/Tissue	
T-7Y400	Organ/Tissue	
T-84000	Organ/Tissue	
T-89010	Organ/Tissue	
T-8X400	Organ/Tissue	
T-67010	Organ/Tissue	
T-70420	Organ/Tissue	
T-71000	Organ/Tissue	
T-77800	Organ/Tissue	
T-79820	Organ/Tissue	
T-80001	Organ/Tissue	
T-54940	Organ/Tissue	
T-55000	Organ/Tissue	
T-55300	Organ/Tissue	
T-56000	Organ/Tissue	
T-56980	Organ/Tissue	
T-57000	Organ/Tissue	
T-80100	Organ/Tissue	
T-86000	Organ/Tissue	
T-86110	Organ/Tissue	
T-86221	Organ/Tissue	
T-87020	Organ/Tissue	
T-87660	Organ/Tissue	
T-93100	Organ/Tissue	
T-96000	Organ/Tissue	
T-X1620	Organ/Tissue	
T-X2570	Organ/Tissue	
T-X7600	Organ/Tissue	
T-X7700	Organ/Tissue	
T-Y7010	Organ/Tissue	
T-Y8110	Organ/Tissue	
T-Y8205	Organ/Tissue	
T-Y8520	Organ/Tissue	
T-Y9120	Organ/Tissue	
T-Y9210	Organ/Tissue	
T-10180	Organ/Tissue	
T-10195	Organ/Tissue	
T-11430	Organ/Tissue	
T-11840	Organ/Tissue	
T-13001	Organ/Tissue	
T-14090	Organ/Tissue	
T-88100	Organ/Tissue	
T-88210	Organ/Tissue	
T-88290	Organ/Tissue	
T-8X220	Organ/Tissue	
T-8X430	Organ/Tissue	
T-8Y330	Organ/Tissue	
T-14260	Organ/Tissue	
T-17630	Organ/Tissue	
T-18905	Organ/Tissue	
T-1Y000	Organ/Tissue	
T-21310	Organ/Tissue	
T-2131R	Organ/Tissue	
T-58400	Organ/Tissue	
T-63850	Organ/Tissue	
T-65200	Organ/Tissue	
T-69000	Organ/Tissue	
T-6X930	Organ/Tissue	
T-6Y000	Organ/Tissue	
T-XX200	Organ/Tissue	
T-XX917	Organ/Tissue	
T-Y1100	Organ/Tissue	
T-Y1220	Organ/Tissue	
T-Y160L	Organ/Tissue	
T-Y2000	Organ/Tissue	
T-21340	Organ/Tissue	
T-28000	Organ/Tissue	
T-28800	Organ/Tissue	
T-2Y600	Organ/Tissue	
T-32500	Organ/Tissue	
T-40000	Organ/Tissue	
T-93010	Organ/Tissue	
T-97000	Organ/Tissue	
T-X3010	Organ/Tissue	
T-X4380	Organ/Tissue	
T-X9810	Organ/Tissue	
T-XY010	Organ/Tissue	
T-X0090	Organ/Tissue	
T-X1000	Organ/Tissue	
T-X1400	Organ/Tissue	
T-X2200	Organ/Tissue	
T-X2210	Organ/Tissue	
T-X2700	Organ/Tissue	
T-X2910	Organ/Tissue	
T-76000	Organ/Tissue	
T-76330	Organ/Tissue	
T-77100	Organ/Tissue	
T-77520	Organ/Tissue	
T-7Y420	Organ/Tissue	
T-81010	Organ/Tissue	
T-Y0202	Organ/Tissue	
T-Y122R	Organ/Tissue	
T-Y1500	Organ/Tissue	
T-Y1700	Organ/Tissue	
T-Y7020	Organ/Tissue	
T-Y8800	Organ/Tissue	
T-82000	Organ/Tissue	
T-82500	Organ/Tissue	
T-87500	Organ/Tissue	
T-88700	Organ/Tissue	
T-89000	Organ/Tissue	
T-8Y300	Organ/Tissue	
T-Y2100	Organ/Tissue	
T-Y2120	Organ/Tissue	
T-Y2200	Organ/Tissue	
T-Y2220	Organ/Tissue	
T-Y2400	Organ/Tissue	
T-Y4230	Organ/Tissue	
T-41932	Organ/Tissue	
T-43000	Organ/Tissue	
T-46120	Organ/Tissue	
T-4X817	Organ/Tissue	
T-50500	Organ/Tissue	
T-51030	Organ/Tissue	
T-Y5000	Organ/Tissue	
T-Y6600	Organ/Tissue	
T-Y7000	Organ/Tissue	
T-Y7040	Organ/Tissue	
T-Y8320	Organ/Tissue	
T-Y8620	Organ/Tissue	
T-X3230	Organ/Tissue	
T-X7410	Organ/Tissue	
T-X9010	Organ/Tissue	
T-XX020	Organ/Tissue	
T-XX180	Organ/Tissue	
T-XX640	Organ/Tissue	
T-X0910	Organ/Tissue	
T-X1120	Organ/Tissue	
T-X2310	Organ/Tissue	
T-X8150	Organ/Tissue	
T-X9001	Organ/Tissue	
T-XX000	Organ/Tissue	
T-51100	Organ/Tissue	
T-51330	Organ/Tissue	
T-54550	Organ/Tissue	
T-5492R	Organ/Tissue	
T-55200	Organ/Tissue	
T-58010	Organ/Tissue	
T-14740	Organ/Tissue	
T-1X040	Organ/Tissue	
T-21360	Organ/Tissue	
T-28900	Organ/Tissue	
T-41000	Organ/Tissue	
T-47410	Organ/Tissue	
T-51300	Organ/Tissue	
T-Y9410	Organ/Tissue	
T-Y9700	Organ/Tissue	
T-YY560	Organ/Tissue	
T-YY870	Organ/Tissue	
T-YZ100	Organ/Tissue	
T-YZ110	Organ/Tissue	
T-XX080	Organ/Tissue	
T-XX916	Organ/Tissue	
T-Y0110	Organ/Tissue	
T-Y0480	Organ/Tissue	
T-Y1022	Organ/Tissue	
T-Y150R	Organ/Tissue	
T-63400	Organ/Tissue	
T-63700	Organ/Tissue	
T-67160	Organ/Tissue	
T-67900	Organ/Tissue	
T-6Y060	Organ/Tissue	
T-70200	Organ/Tissue	
T-70210	Organ/Tissue	
T-52200	Organ/Tissue	
T-54320	Organ/Tissue	
T-5492C	Organ/Tissue	
T-5492L	Organ/Tissue	
T-55100	Organ/Tissue	
T-55210	Organ/Tissue	
T-5Y132	Organ/Tissue	
T-02471	Organ/Tissue	
T-02480	Organ/Tissue	
T-02490	Organ/Tissue	
T-02500	Organ/Tissue	
T-02841	Organ/Tissue	
T-03000	Organ/Tissue	
T-XX810	Organ/Tissue	
T-XX861	Organ/Tissue	
T-Y1021	Organ/Tissue	
T-Y122L	Organ/Tissue	
T-Y1605	Organ/Tissue	
T-Y4700	Organ/Tissue	
T-Y1606	Organ/Tissue	
T-Y2300	Organ/Tissue	
T-Y4300	Organ/Tissue	
T-Y4500	Organ/Tissue	
T-Y8310	Organ/Tissue	
T-Y8500	Organ/Tissue	
T-71020	Organ/Tissue	
T-75000	Organ/Tissue	
T-78010	Organ/Tissue	
T-79100	Organ/Tissue	
T-7X420	Organ/Tissue	
T-81000	Organ/Tissue	
T-03851	Organ/Tissue	
T-08330	Organ/Tissue	
T-08340	Organ/Tissue	
T-08400	Organ/Tissue	
T-08470	Organ/Tissue	
T-56010	Organ/Tissue	
T-57920	Organ/Tissue	
T-63210	Organ/Tissue	
T-64200	Organ/Tissue	
T-67200	Organ/Tissue	
T-68000	Organ/Tissue	
T-Y9060	Organ/Tissue	
T-Y9420	Organ/Tissue	
T-Y9480	Organ/Tissue	
T-Y9710	Organ/Tissue	
T-Y8020	Organ/Tissue	
T-Y8120	Organ/Tissue	
T-Y9020	Organ/Tissue	
T-Y9440	Organ/Tissue	
T-Y9510	Organ/Tissue	
T-Y9600	Organ/Tissue	
T-87010	Organ/Tissue	
T-87670	Organ/Tissue	
T-87800	Organ/Tissue	
T-89695	Organ/Tissue	
T-93800	Organ/Tissue	
T-X0500	Organ/Tissue	
T-70400	Organ/Tissue	
T-76300	Organ/Tissue	
T-78000	Organ/Tissue	
T-79120	Organ/Tissue	
T-7Y100	Organ/Tissue	
T-81050	Organ/Tissue	
T-Y9800	Organ/Tissue	
T-YY862	Organ/Tissue	
T-82900	Organ/Tissue	
T-83010	Organ/Tissue	
T-84300	Organ/Tissue	
T-85000	Organ/Tissue	
T-86120	Organ/Tissue	
T-86220	Organ/Tissue	
T-X1820	Organ/Tissue	
T-X2400	Organ/Tissue	
T-X2410	Organ/Tissue	
T-X5400	Organ/Tissue	
T-X8050	Organ/Tissue	
T-XX860	Organ/Tissue	
T-Y8610	Organ/Tissue	
T-Y8820	Organ/Tissue	
T-Y9215	Organ/Tissue	
T-Y9400	Organ/Tissue	
T-Y9720	Organ/Tissue	
T-XY000	Organ/Tissue	
T-XY105	Organ/Tissue	
T-XY310	Organ/Tissue	
T-Y0100	Organ/Tissue	
T-Y0200	Organ/Tissue	
T-Y0210	Organ/Tissue	
T-87000	Organ/Tissue	
T-87200	Organ/Tissue	
T-88205	Organ/Tissue	
T-88800	Organ/Tissue	
T-92000	Organ/Tissue	
T-93000	Organ/Tissue	
T-0X140	Organ/Tissue	
T-10101	Organ/Tissue	
T-10350	Organ/Tissue	
T-10510	Organ/Tissue	
T-10600	Organ/Tissue	
T-10740	Organ/Tissue	
T-Y0320	Organ/Tissue	
T-Y1000	Organ/Tissue	
T-Y150L	Organ/Tissue	
T-Y4220	Organ/Tissue	
T-Y8210	Organ/Tissue	
T-Y8300	Organ/Tissue	
T-X1110	Organ/Tissue	
T-X1310	Organ/Tissue	
T-X2050	Organ/Tissue	
T-X2300	Organ/Tissue	
T-X7000	Organ/Tissue	
T-X9440	Organ/Tissue	
T-14490	Organ/Tissue	
T-14491	Organ/Tissue	
T-14550	Organ/Tissue	
T-14700	Organ/Tissue	
T-21010	Organ/Tissue	
T-22100	Organ/Tissue	
T-X9750	Organ/Tissue	
T-XX910	Organ/Tissue	
T-XY200	Organ/Tissue	
T-Y0213	Organ/Tissue	
T-Y0300	Organ/Tissue	
T-Y0310	Organ/Tissue	
T-Y8600	Organ/Tissue	
T-Y8710	Organ/Tissue	
T-Y8740	Organ/Tissue	
T-Y9500	Organ/Tissue	
T-23000	Organ/Tissue	
T-26800	Organ/Tissue	
T-2X120	Organ/Tissue	
T-2X12L	Organ/Tissue	
T-2Y320	Organ/Tissue	
T-2Y700	Organ/Tissue	
T-Y0490	Organ/Tissue	
T-Y0600	Organ/Tissue	
T-Y0603	Organ/Tissue	
T-Y160R	Organ/Tissue	
T-Y2110	Organ/Tissue	
T-Y8000	Organ/Tissue	
T-3X200	Organ/Tissue	
T-46500	Organ/Tissue	
T-47420	Organ/Tissue	
T-49410	Organ/Tissue	
T-4X334	Organ/Tissue	
T-50100	Organ/Tissue	
T-Y8100	Organ/Tissue	
T-Y8220	Organ/Tissue	
T-Y8510	Organ/Tissue	
T-Y8720	Organ/Tissue	
T-Y9000	Organ/Tissue	
T-Y9220	Organ/Tissue	
T-56020	Organ/Tissue	
T-56260	Organ/Tissue	
T-59000	Organ/Tissue	
T-60000	Organ/Tissue	
T-63010	Organ/Tissue	
T-64000	Organ/Tissue	
T-Y9520	Organ/Tissue	
T-Y9740	Organ/Tissue	
T-65960	Organ/Tissue	
T-67000	Organ/Tissue	
T-67100	Organ/Tissue	
T-70000	Organ/Tissue	
T-71010	Organ/Tissue	
T-74000	Organ/Tissue	
T-74920	Organ/Tissue	
T-79400	Organ/Tissue	
T-82910	Organ/Tissue	
T-83000	Organ/Tissue	
T-88200	Organ/Tissue	
T-8X200	Organ/Tissue	
T-93020	Organ/Tissue	
T-X2000	Organ/Tissue	
T-X2003	Organ/Tissue	
T-X2020	Organ/Tissue	
T-X2500	Organ/Tissue	
T-X2510	Organ/Tissue	
T-X4600	Organ/Tissue	
T-X5450	Organ/Tissue	
T-X6000	Organ/Tissue	
T-X8040	Organ/Tissue	
T-XX010	Organ/Tissue	
T-XX86R	Organ/Tissue	
T-XY300	Organ/Tissue	
T-XY700	Organ/Tissue	
T-Y0160	Organ/Tissue	
T-Y0400	Organ/Tissue	
T-Y1300	Organ/Tissue	
T-Y1600	Organ/Tissue	
T-Y4100	Organ/Tissue	
T-Y4400	Organ/Tissue	
T-Y6221	Organ/Tissue	
T-Y8200	Organ/Tissue	
T-Y8700	Organ/Tissue	
T-Y8810	Organ/Tissue	
T-Y8840	Organ/Tissue	
T-Y8910	Organ/Tissue	
T-Y9010	Organ/Tissue	
T-Y9110	Organ/Tissue	
T-Y9200	Organ/Tissue	
T-Y9225	Organ/Tissue	
T-Y9430	Organ/Tissue	
T-YY840	Organ/Tissue	
T-8Y300	Organ/Tissue	
E-YY770	Diet	
E-YY771	Diet	
E-YY547	Diet	
E-0X042	Diet	
E-50150	Diet	
E-82870	Diet	
E-87255	Diet	
E-X0000	Diet	
E-X0050	Diet	
E-X0100	Diet	
E-X0210	Diet	
E-X0220	Diet	
E-X0230	Diet	
E-X0300	Diet	
E-X0310	Diet	
E-X0315	Diet	
E-X0405	Diet	
E-X0406	Diet	
E-X0407	Diet	
E-X0408	Diet	
E-X0409	Diet	
E-X0410	Diet	
E-X0420	Diet	
E-X0430	Diet	
E-X0435	Diet	
E-X0445	Diet	
E-X0450	Diet	
E-X0460	Diet	
E-X0470	Diet	
E-X0500	Diet	
E-X0610	Diet	
E-X0700	Diet	
E-X0750	Diet	
E-X0800	Diet	
E-X1200	Diet	
E-X1460	Diet	
E-YY069	Diet	
E-YY670	Diet	
E-YY745	Diet	
E-YY867	Diet	
E-YY870	Diet	
F-60130	Diet	
F-62450	Diet	
P-08300	Diet	
P-08301	Diet	
T-0X000	Parasitology Sampletype	
T-6Y101	Parasitology Sampletype	
T-6Y102	Parasitology Sampletype	
T-6Y103	Parasitology Sampletype	
T-6Y104	Parasitology Sampletype	
T-7X100	Parasitology Sampletype	
T-Y9650	Measurements	Fetal
T-Y9750	Measurements	Fetal
T-Y8710	Measurements	Fetal
T-Y9710	Measurements	Fetal
T-YZ050	Measurements	Placental
T-YZ060	Measurements	Placental
T-36000	Measurements	Heart
T-38000	Measurements	Heart
T-37000	Measurements	Heart
T-39000	Measurements	Heart
T-32410	Measurements	Heart
T-Y9870	Measurements	Heart
T-Y9890	Measurements	Heart
T-Y9845	Measurements	Body
T-Y9855	Measurements	Body
T-Y9865	Measurements	Body
T-Y9889	Measurements	Body
T-Y9880	Measurements	Body
T-27000	Lab Sample Types	
T-X1000	Lab Sample Types	
T-0X401	Lab Sample Types	
T-0X501	Lab Sample Types	
T-65100	Lab Sample Types	
T-0X400	Lab Sample Types	
T-2Y600	Lab Sample Types	
T-0X500	Lab Sample Types	
T-6Y100	Lab Sample Types	
T-60000	Lab Sample Types	
T-7X100	Lab Sample Types	
T-0X000	Lab Sample Types	
T-01000	Lab Sample Types	
T-01400	Lab Sample Types	
T-03000	Lab Sample Types	
T-04000	Lab Sample Types	
T-07000	Lab Sample Types	
T-08000	Lab Sample Types	
T-1X500	Lab Sample Types	
T-12000	Lab Sample Types	
T-13001	Lab Sample Types	
T-21000	Lab Sample Types	
T-25000	Lab Sample Types	
T-28000	Lab Sample Types	
T-29000	Lab Sample Types	
T-32000	Lab Sample Types	
T-51020	Lab Sample Types	
T-55000	Lab Sample Types	
T-56000	Lab Sample Types	
T-57000	Lab Sample Types	
T-59000	Lab Sample Types	
T-62000	Lab Sample Types	
T-63000	Lab Sample Types	
T-64000	Lab Sample Types	
T-67000	Lab Sample Types	
T-67100	Lab Sample Types	
T-68000	Lab Sample Types	
T-Y4500	Lab Sample Types	
T-71000	Lab Sample Types	
T-74000	Lab Sample Types	
T-70300	Lab Sample Types	
T-70400	Lab Sample Types	
T-88100	Lab Sample Types	
T-88800	Lab Sample Types	
T-93000	Lab Sample Types	
T-96000	Lab Sample Types	
T-98000	Lab Sample Types	
T-X1310	Lab Sample Types	
T-X2000	Lab Sample Types	
T-X7410	Lab Sample Types	
T-XX000	Lab Sample Types	
T-XY000	Lab Sample Types	
T-06000	Lab Sample Types	
T-0X140	Lab Sample Types	
T-51030	Lab Sample Types	
T-76330	Lab Sample Types	
T-81010	Lab Sample Types	
T-XX860	Lab Sample Types	
T-XX86L	Lab Sample Types	
T-XX86R	Lab Sample Types	
T-8Y300	Lab Sample Types	
E-Y7580	Drugs and Procedures	
E-Y7578	Drugs and Procedures	
E-YY408	Drugs and Procedures	
E-YY666	Drugs and Procedures	
E-YY325	Drugs and Procedures	
E-Y9710	Drugs and Procedures	
E-YYY92	Drugs and Procedures	
E-YY857	Drugs and Procedures	
E-Y9730	Drugs and Procedures	
E-86092	Drugs and Procedures	
E-YY720	Drugs and Procedures	
E-YYY90	Drugs and Procedures	
E-YY764	Drugs and Procedures	
